GENE	293A_WT_T22_AB_XF498	293A_LKB1_T22_AB	293A_PTEN_T22_AB	293A_VHL_T22_AB	293A_BAP1NUMBER2_16_T25_AB	293A_CDH1NUMBER2_15_T24_AB	293A_NF2NUMBER2_3_T24_AB	293A_WT_T21_AB_XF646	293A_PBRM1_T25_AB	293A_SETD2_T24_AB	293A_WT_T20_AB_XF804	293A_ARID1A_T21_AB	293A_NF1_T24_AB	293A_RB1_T21_AB	293A_TP53_T21_AB	293A_WT_T21_AB_XF821	293A_KEAP1_T22_AB	293A_g53BP1#1_T22_AB
CDK6	-19.827	-15.001	-19.469	-9.757	-13.695	-22.346999999999998	-13.392999999999999	-27.395	-11.74	-19.924	-21.750999999999998	-18.331	-7.553999999999999	-18.145	-15.128	-13.253	-11.2	-17.152
CDK7	51.107	27.164	46.154	11.434	39.546	53.647	40.772	57.964	39.958	32.385999999999996	37.34	38.882	16.336	48.12	19.628	40.482	38.578	20.239
CDK8	-3.29	-1.895	-8.607000000000001	-8.951	-13.175	-12.433	2.472	-0.159	-5.131	-7.651	-12.205	-12.571	-3.431	-28.27	-4.195	-3.927	-10.290999999999999	-4.453
CDK9	30.4	26.7	53.039	15.711	22.180999999999997	27.81	25.684	40.075	33.395	29.838	36.58	22.166999999999998	36.8	39.663000000000004	17.340999999999998	28.695999999999998	33.467	29.324
CDKAL1	-9.757	-2.182	-11.517	-11.318	-4.575	-8.124	-4.13	-12.815999999999999	-6.6370000000000005	-11.193	-16.374000000000002	-17.707	-11.872	-8.736	-11.962	-11.392000000000001	-9.183	-5.162000000000001
CDKL1	-14.246	-14.615	-23.162	-16.307000000000002	-14.73	-25.660999999999998	-15.277000000000001	-23.065	-18.582	-19.687	-18.994	-22.901999999999997	-9.149	-15.290999999999999	-17.081	-21.211	-12.368	-23.329
CDKL2	-25.34	-17.846	-20.216	-16.059	-22.197	-24.986	-10.115	-22.105	-18.756	-28.658	-26.225	-23.54	-11.76	-10.041	-18.421	-25.616	-13.408	-16.983
CDKL3	-14.672	-9.168	-16.985	-2.237	-15.649000000000001	-13.957	-14.661	-17.41	-17.621	-13.412	-19.323	-20.845	-2.597	-6.02	-11.162	-9.85	-13.335999999999999	-23.94
CDKL4	-23.24	-9.133	-21.486	-17.188	-23.758000000000003	-24.791	-17.599	-22.005	-16.405	-28.881999999999998	-28.451999999999998	-33.217	-10.232999999999999	-21.017	-16.668	-6.106	-22.789	-26.634
CDKL5	-39.772	-21.238000000000003	-32.499	-18.045	-22.863000000000003	-33.92	-27.233	-29.038	-22.802	-32.47	-33.348	-34.486999999999995	-10.48	-22.267	-20.823	-22.389	-28.15	-25.197
CDKN1A	-13.871	-11.99	-8.639	-2.055	-10.113	-9.726	-1.161	-17.016	-15.952	-14.42	-19.305999999999997	-6.886	-6.438	-9.08	-6.0920000000000005	-6.226	-0.435	-20.498
CDKN1B	-2.468	-2.082	-3.914	-2.056	-5.85	-4.38	-8.785	-2.512	-14.908	-0.505	1.925	0.43	-11.315	7.332000000000001	2.66	-6.332999999999999	-2.6860000000000004	-2.5380000000000003
CDKN1C	-22.007	-14.746	-11.233	-14.421	-16.83	-21.663	-12.081	-15.208	-13.759	-17.372	-19.323	-16.055999999999997	-9.649	-17.479	-7.624	-13.167	-17.24	-25.336
CDKN2A	-28.897	-17.637999999999995	-19.953	-21.991	-22.81	-23.41	-15.284	-35.402	-29.072	-19.447	-31.783	-33.192	-19.397000000000002	-20.093	-21.54	-20.399	-24.863000000000003	-34.194
CDKN2AIP	-19.843	-14.468	-15.744000000000002	-14.629	-8.644	-22.268	-10.767999999999999	-19.244	-15.865	-11.362	-16.604	-27.217	-18.499000000000002	-10.397	1.521	-10.841	-18.253	-12.374
CDKN2AIPNL	15.72	9.188	18.529	10.662	14.042	21.730999999999998	10.242	12.15	2.575	14.895	5.38	21.374000000000002	6.585	4.862	6.222	6.42	6.44	22.155
CDKN2B	-23.808000000000003	-15.965	-18.014	-12.097	-27.991999999999997	-16.206	-18.407	-21.19	-20.651	-25.545	-30.619	-27.914	-11.503	-19.46	-21.424	-15.940999999999999	-18.831	-16.225
CDKN2C	-19.764	-13.25	-12.103	-8.68	-11.963	-17.347	-10.415999999999999	-19.942999999999998	-19.949	-16.857	-18.617	-21.859	-8.591000000000001	-22.613000000000003	-7.72	-5.379	-8.179	-14.7
CDKN2D	-8.935	-4.0360000000000005	0.792	-18.139	4.534	-10.849	-13.305	-10.315999999999999	-7.026	-12.464	-9.101	-12.902999999999999	-5.394	-3.2119999999999997	-7.7139999999999995	5.386	-4.032	-9.714
CDKN3	-17.585	-17.567999999999998	-18.437	-14.769	-18.941	-21.918000000000003	-8.859	-23.649	-14.617	-25.553	-25.406	-29.124000000000002	-11.25	-18.479	-13.579	-14.742	-22.115	-25.707
CDNF	-7.741	-3.774	-7.701	-2.422	-12.397	-5.5089999999999995	-3.867	-7.956	-6.77	-6.84	-5.757999999999999	-5.38	-3.966	-5.5360000000000005	-5.5120000000000005	-7.46	-7.96	-7.0470000000000015
CDO1	-16.628	-12.292	-21.512	-17.064	-14.345999999999998	-12.439	-5.115	-21.680999999999997	-20.784000000000002	-11.409	-25.855999999999998	-22.516	-10.935	-22.287	-5.757000000000001	-15.887	-9.95	-16.169
CDON	-26.861	-22.781	-24.332	-17.503	-25.874000000000002	-24.144000000000002	-16.087	-22.906	-22.283	-25.555999999999997	-20.695	-33.646	-11.669	-15.773	-17.096	-17.424	-17.427	-31.925
CDPF1	-17.099	-8.623	-12.255999999999998	-13.433	-13.934000000000001	-19.804000000000002	-15.73	-21.471999999999998	-12.622	-19.332	-22.073	-18.492	-9.044	-9.509	-9.53	-13.115	-13.06	-14.012
CDR1	-29.994	-20.758000000000006	-27.168000000000006	-17.151	-23.732	-25.561	-19.005	-29.421999999999997	-26.025	-22.107	-24.524	-23.346999999999998	-13.259	-29.748	-17.102999999999998	-18.840999999999998	-20.436	-28.302
CDR2	-18.626	-15.32	-26.983	-13.957	-18.387999999999998	-16.204	-19.212	-27.122	-14.285	-13.318	-29.160999999999998	-17.637	-13.835999999999999	-18.593	-12.786	-17.144000000000002	-21.746	-25.855
CDR2L	-17.604	-16.112000000000002	-14.888	-5.388	-13.262	-8.612	-9.81	-11.033	-11.835	-16.177	-10.66	-19.456	-5.33	-5.205	-13.097999999999999	-15.049000000000001	-9.895	-15.751
CDRT1	-18.348	-13.158	-10.223	-9.655	-12.235	-15.287	-10.435	-7.04	-10.605	-6.598	-12.017000000000001	-16.898	3.083	-1.035	-9.747	-10.501	-8.062000000000001	-14.682
CDRT15	-14.569	-9.593	-16.292	-10.509	-7.43	-16.312	-13.283	-11.559000000000001	-11.998	-16.89	-15.902999999999999	-13.649000000000001	-4.168	2.787	-6.218999999999999	-7.641	-7.199	-4.93
CDRT15L2	-24.41	-15.537	-17.076	-14.993	-17.666	-21.294	-17.435	-13.074000000000002	-16.492	-16.572	-13.689	-21.084	-5.445	-13.985	-4.3839999999999995	-14.47	-3.2119999999999997	-15.841
CDS1	-27.294	-23.335	-22.988000000000003	-24.198	-25.17	-26.908	-21.276999999999997	-28.85	-18.8	-18.132	-30.230999999999998	-29.204	-15.494000000000002	-22.284000000000002	-16.669	-11.884	-22.048000000000002	-18.167
CDS2	-22.577	-13.805	-24.835	-17.666	-18.215	-14.738	-12.667	-20.212	-15.89	-23.025	-25.401999999999997	-29.898000000000003	-8.652999999999999	-18.867	-4.522	-16.932000000000002	-19.448	-19.978
CDSN	-15.375	-8.592	-18.107	-13.119000000000002	-7.662000000000001	-14.565	-10.855	-17.775	-16.065	-13.41	-12.088	-22.975	-13.37	-16.484	-5.74	-19.090999999999998	-8.578	-15.555
CDT1	50.64100000000001	26.01	46.00100000000001	23.082	44.698	47.276	25.9	31.197	35.085	46.468	40.883	57.718999999999994	23.94	46.909	33.092	45.117	34.028	37.391
CDV3	-13.421	-8.927999999999997	-11.757	-6.676	-13.05	-15.924000000000001	-7.7	-13.549000000000001	-12.773	-10.577	-10.141	-17.666	-9.406	-10.8	-0.172	-11.845999999999998	-10.616	-16.239
CDX1	-24.952	-16.799	-26.08	-16.426	-15.495999999999999	-24.611	-12.706	-19.781	-16.113	-22.834	-25.829	-17.845	-10.583	-16.226	-14.538	-13.479000000000001	-22.561999999999998	-25.485
CDX2	-20.24	-10.812	-28.988000000000003	2.005	-11.968	-16.515	-2.261	-15.915999999999999	-22.162	-16.134	-15.845999999999998	-13.512	-9.97	-14.921	-14.052	-14.499	-19.855999999999998	-16.477999999999998
CDX4	-17.109	-10.96	-17.698	-12.162	-20.664	-22.835	-12.475	-15.538	-15.16	-17.619	-16.827	-19.464000000000002	-15.517000000000001	-19.793	-11.6	-12.267999999999999	-15.627	-21.846
CDYL	-13.294	1.381	-15.408	0.12	0.28800000000000003	-11.905	-6.195	-7.14	-14.927	-10.530999999999999	-11.879000000000001	-18.342	-11.097999999999999	-9.356	-4.65	-5.8839999999999995	-13.255999999999998	-10.98
CDYL2	-18.898	-16.773	-26.678	-14.329	-22.464000000000002	-21.54	-20.197	-17.21	-22.123	-21.892	-20.968000000000004	-26.265	-5.515	-19.549	-14.828	-16.8	-15.950999999999999	-27.969
CEACAM1	-5.667999999999998	-5.695	10.472	-9.987	1.6230000000000002	-10.337	-8.244	-0.77	-5.575	-3.574	-8.756	-15.672	-2.3609999999999998	-2.991	-7.531000000000001	1.379	-4.989	4.129
CEACAM16	-12.34	-10.323	-1.521	-16.555	-10.581	-13.86	-15.325	-12.725999999999999	-8.027000000000001	-15.315	-5.867999999999999	-17.43	-5.4079999999999995	-8.597999999999999	-1.67	-8.76	-2.886	-17.833
CEACAM18	-26.131	-15.092	-24.534	-19.891	-19.095	-23.043000000000003	-22.554000000000002	-25.163	-17.937	-19.413	-13.845999999999998	-27.799	-19.633	-24.423000000000002	-18.214000000000002	-23.678	-16.188	-23.75
CEACAM19	-4.683	-4.367	-2.6180000000000003	-14.207	-3.7289999999999996	-19.814	-15.998	-6.183	-9.654	-6.43	-6.57	-20.6	-5.595	-6.782	-6.874	-8.697000000000001	-0.48100000000000004	-8.917
CEACAM21	-11.97	-14.37	-12.789	-10.009	-8.293	-15.694	-20.51	-16.483	-9.062999999999999	-16.051	-12.312000000000001	-15.984000000000002	-12.564	-10.977	-16.784000000000002	-14.3	-7.364	-13.459
CEACAM3	-14.068	-16.826	-6.2639999999999985	-20.77	-8.432	-20.837	-16.809	-16.38	-11.439	-10.024	-12.216	-18.21	-9.685	-6.291	-11.404000000000002	-7.718999999999999	-9.51	-15.338
CEACAM4	-14.519	-13.874	-5.412000000000001	-15.129	-11.294	-16.614	-14.537	-16.702	-16.471	-19.64	-3.2239999999999998	-8.017999999999999	-10.524000000000001	-5.812	-8.457	-5.9670000000000005	-6.792000000000001	-9.926
CEACAM5	-20.002	-12.202	-24.655	-23.498	-14.172	-26.833000000000002	-18.464000000000002	-13.292	-11.478	-18.264	-22.546	-17.797	-11.494000000000002	-14.852	-15.270999999999999	-10.127	-18.36	-27.962
CEACAM6	-20.617	-14.924	-6.7429999999999986	-15.544	-18.339000000000002	-17.565	-18.724	-15.645999999999999	-10.8	-25.48	-16.012	-15.545	-16.515	-20.418	-6.614	-14.489	-10.886	-11.08
CEACAM7	-15.819	-15.42	-16.535999999999998	-22.117	-16.930999999999997	-21.12	-23.33	-18.418	-17.09	-14.718	-15.357000000000001	-24.779	-8.408	-12.17	-17.798	-15.993	-15.645999999999999	-13.427
CEACAM8	-11.173	-16.612000000000002	-2.713	-19.066	-8.794	-20.495	-19.421	-10.325	-13.74	-17.607	-15.322000000000001	-20.18	-9.896	-11.619000000000002	-17.2	-17.748	-7.007999999999999	-19.376
CEBPA	-12.9	2.21	-7.52	-21.739	-1.403	-24.936	-14.875	-10.399000000000001	-12.203	-16.13	-5.043	-19.855	-8.119	-3.1180000000000003	-5.468999999999999	-2.244	-5.81	-7.346
CEBPB	-13.329	-14.731	-19.759	-14.093	-16.019000000000002	-15.977	-16.464000000000002	-19.008	-13.491	-12.638	-14.293	-18.364	-11.857999999999999	-12.671	-10.23	-10.957	-19.616	-16.522000000000002
CEBPD	-21.211	-13.35	-26.428	-13.342	-7.885	-17.097	-5.805	-21.022	-12.494000000000002	-22.364	-17.412	-24.752	-9.783	-20.234	-14.603	-9.612	-18.71	-2.67
CEBPE	-8.628	-10.262	-4.2330000000000005	-11.8	-5.461	-13.655999999999999	-18.759	-10.386	-15.179	-5.295	-11.497	-12.649000000000001	-3.8680000000000003	-10.267999999999999	-6.5760000000000005	-9.397	-18.006	-11.894
CEBPG	-17.148	-15.462	-17.142	-15.890999999999998	-7.256	-29.910999999999998	-17.129	-13.616	-15.954	-16.976	-18.533	-26.178	-0.585	-9.985	-11.187000000000001	-3.2960000000000003	-11.064	-11.092
CEBPZ	31.43	25.353	31.149	29.855	19.173	39.232	34.806	48.25899999999999	30.194000000000003	28.294	35.626999999999995	46.665	26.41	33.738	21.315	25.0	23.146	40.26300000000001
CECR1	-18.654	-19.495	-19.237	-21.676	-17.253	-22.980999999999998	-16.367	-24.953000000000003	-21.455	-15.924000000000001	-26.628	-21.844	-10.671	-23.688000000000002	-11.145	-22.263	-23.048000000000002	-18.456
CECR2	-15.604	-18.184	-22.622	-14.332	-9.76	-16.8	-8.884	-12.321	-18.445	-12.79	-16.956	-21.66	-3.648	-26.386999999999997	-12.367	-11.767000000000001	-9.337	-17.637
CECR5	-13.798	-14.451	-11.633	-14.295	-11.325	-7.018	-3.6910000000000003	-14.868	-14.725	-13.177	-8.318999999999999	-8.513	-5.959	-11.59	-8.12	-11.783	-14.434000000000001	-21.27
CECR6	-26.084	-17.762999999999995	-19.708	-16.129	-4.873	-12.267999999999999	-14.047	-14.27	-13.878	-16.342	-23.813000000000002	-19.017	-4.789	-13.12	-6.54	-14.491	-15.429	-20.752
CEL	-6.75	-4.812	-11.390999999999998	-11.654000000000002	-6.006	-10.725999999999999	1.59	-7.85	-12.915	-5.71	-6.406000000000001	-11.022	-3.0610000000000004	-4.117	-4.271	-4.401	-11.634	-12.295
CELA1	16.2	1.505	7.542999999999998	7.1629999999999985	-2.448	8.476	3.1710000000000003	4.074	4.2010000000000005	15.520999999999999	8.177999999999999	12.216	5.233	10.029	6.882999999999999	5.297999999999999	-6.19	2.579
CELA2A	-20.065	-19.013	-19.165	-8.176	-17.063	-17.529	-19.663	-20.778000000000002	-4.556	-12.427999999999999	-15.446	-24.686	-13.214	-25.592	-16.026	-8.838	-15.616	-25.776
CELA2B	-18.6	-16.226	-13.995	-12.56	-17.205	-20.18	-5.2860000000000005	-12.857999999999999	-12.508	-0.6579999999999999	-15.754000000000001	-6.239	-17.313	-22.519000000000002	-10.671	-4.828	-7.077999999999999	-16.438
CELA3A	-17.525	-13.73	-18.126	-12.091	-15.998	-20.764	-13.095	-16.71	-12.425999999999998	-11.630999999999998	-17.679000000000002	-20.054000000000002	-7.942	-12.993	-13.939	-20.065	-14.002	-17.958
CELA3B	-0.5670000000000001	-2.542	-2.049	-2.6910000000000003	-4.354	-2.977	-2.952	-4.854	-5.074	-3.82	-3.8489999999999998	-4.957	-2.3890000000000002	-4.579	-1.3319999999999999	-2.557	1.242	-5.735
CELF1	-20.761	-12.692	-9.784	-20.495	-16.227999999999998	-16.87	-8.167	-20.174	-6.222	-9.049	-20.82	-20.8	-6.972	-26.076999999999998	-3.378	-3.83	-15.564	-9.057
CELF2	-20.328	-20.002	-18.251	-14.246	-15.097999999999999	-19.073	-21.639	-13.59	-14.952	-23.344	-20.844	-16.017	-7.382000000000001	-18.292	-16.861	-11.994000000000002	-15.147	-7.1179999999999986
CELF3	3.81	-6.976	-2.884	5.351	-11.944	-5.392	-4.329	-0.033	-5.796	-13.02	-5.454	-14.005999999999998	-3.4410000000000003	-1.8359999999999999	-4.346	-1.256	3.196	-4.42
CELF4	-20.089	-20.739	-20.544	-15.114	-12.699000000000002	-23.404	-8.19	-21.913	-26.572	-16.051	-22.469	-19.855	-21.645	-22.939	-13.505999999999998	-17.164	-11.739	-14.061
CELF5	8.925	0.402	14.416	-7.713999999999999	2.0669999999999997	5.377000000000001	-5.52	1.219	-4.918	-4.368	0.42	-8.851	-3.3489999999999998	13.13	2.7089999999999996	10.664000000000001	13.417	-0.73
CELF6	-10.139	-14.303	-9.667	-8.91	-14.3	-17.045	-9.943999999999999	-18.514	-15.878	-18.175	-20.307000000000002	-18.009	-7.273	-9.961	-12.713	-9.525	-12.742	-16.296
CELSR1	-27.217	-15.76	-17.633	-20.813	-22.456	-21.334	-17.739	-21.561	-16.692	-19.188	-22.026999999999997	-27.836	-12.710999999999999	-28.971999999999998	-12.880999999999998	-19.237000000000002	-21.666999999999998	-34.611
CELSR2	-10.145	-10.735	0.902	3.51	-8.376	2.059	-13.238	-8.006	4.8180000000000005	-11.272	-0.9620000000000001	-7.22	-12.552999999999999	-7.577999999999999	-23.378	-14.997	1.02	-27.795
CELSR3	-5.8889999999999985	-5.357	-4.766	-0.4	-5.181	5.402	-4.698	-1.703	-4.563	-4.784	-7.974	-10.262	-6.045	2.447	3.47	5.555	12.491	-5.532
CEMP1	-3.335	5.228	3.235	-0.984	4.081	-13.392999999999999	-9.664	-5.3020000000000005	-5.54	-1.13	-5.223	-10.006	8.711	-3.572	4.45	6.957000000000001	-6.622000000000001	-17.89
CEND1	-4.346	0.328	1.4280000000000002	-4.755	2.117	1.37	6.5889999999999995	-13.812000000000001	-3.489	3.898	-5.4479999999999995	2.0340000000000003	-2.12	0.285	-1.646	-10.333	-5.19	-10.209
CENPA	29.785	3.591	16.09	8.618	3.927	19.832	11.21	13.432	9.547	10.92	21.145	5.431	5.957000000000001	16.439	2.5989999999999998	27.179000000000002	14.037	20.983
CENPB	-22.298	-11.775	-25.348000000000006	-17.206	-24.596999999999998	-22.018	-17.934	-19.94	-17.61	-22.26	-22.255	-28.691	-4.146	-26.022	-12.659	-15.827	-26.913	-18.21
CENPBD1	-6.272	-13.845	-11.751	2.136	-10.448	-3.572	-2.202	-1.848	-9.693999999999999	-10.984000000000002	-10.609000000000002	8.715	-3.4810000000000003	-10.34	-3.424	-4.947	2.26	-18.361
CENPC	46.15600000000001	26.16	51.743	27.963	37.023	38.257	19.918	48.607	31.585	26.504	43.13399999999999	51.68600000000001	12.472000000000001	30.909000000000002	25.75	33.63	44.39	40.06
CENPE	-16.408	-17.793	-16.117	-19.812	-19.008	-17.562	-10.785	-31.643	-3.846	-14.675	-19.642	-16.253	-7.115	-14.408	-1.609	-6.325	1.709	-8.142000000000001
CENPF	-11.211	-5.5360000000000005	-16.03	-12.375	6.1739999999999995	-7.107	2.244	-8.573	-13.572000000000001	-12.852	-7.388999999999999	-19.361	2.655	-4.703	0.114	-7.689	-3.085	-12.174
CENPH	10.012	6.609	-2.399	5.052	-6.843	12.032	8.283	14.059000000000001	2.4619999999999997	4.808	7.361000000000001	5.939	7.757000000000001	1.962	-0.627	4.96	0.41600000000000004	11.26
CENPI	22.896	17.645	27.222	24.483	21.299	13.383	35.678000000000004	17.430999999999997	22.785999999999998	13.923	28.125999999999998	17.500999999999998	8.304	27.469	30.008000000000003	16.735	19.477	17.422
CENPJ	-13.872	-10.043	-0.244	1.108	-0.415	-7.781000000000001	-8.12	-9.506	-8.902000000000001	-14.284	-7.38	-8.288	-5.778	-2.6860000000000004	-8.542	-4.673	-11.522	-10.435
CENPK	19.403	2.644	16.081	6.848	10.866	23.188000000000002	3.175	15.429	12.49	16.538	16.351	13.084000000000001	12.042	14.583	14.198	15.699000000000002	24.570999999999998	15.574000000000002
CENPL	7.001	-1.513	-7.225	-5.36	-10.769	12.464	6.6160000000000005	0.8759999999999999	-1.2690000000000001	-1.006	-2.04	9.18	-0.22	-13.606	-1.089	-3.214	10.807	6.365
CENPM	52.62	19.458	73.654	34.074	41.828	36.748000000000005	21.584	52.857	29.899	35.91	49.95	55.28	38.446999999999996	48.474	35.67	32.861999999999995	36.56	42.927
CENPN	46.795	19.043	48.299	41.526	22.554000000000002	48.958999999999996	19.309	56.047	35.032	41.224	41.725	58.239	25.311	41.913999999999994	27.197	28.706999999999997	28.226999999999997	70.562
CENPO	10.09	11.359000000000002	-8.13	17.71	12.909	31.155	13.744000000000002	24.735	21.267	17.714000000000002	25.114	24.743000000000002	13.707	23.127	19.073	16.224	17.077	15.127
CENPP	9.497	7.167999999999998	-1.758	7.8820000000000014	11.148	18.94	-1.6119999999999999	16.985	4.74	21.054000000000002	15.974	3.56	-11.696	0.584	-9.564	-17.167	5.791	8.919
CENPQ	-12.747	-12.764	-28.268	-10.427	-8.396	-3.737	-9.705	-8.385	3.73	-4.232	-9.079	-4.945	-9.149	-8.317	0.8109999999999999	4.303	2.15	2.296
CENPT	28.45	17.787	35.46	4.1960000000000015	44.466	29.776999999999997	29.151	20.289	13.405999999999999	26.375999999999998	16.956	21.303	13.279000000000002	17.689	14.489	18.122	14.911	1.4780000000000002
CENPV	-13.159	-9.571	-25.02	-20.118	-17.869	-18.055	-5.864	-22.063000000000002	-17.826	-11.387	-17.586	-17.288	-9.592	-10.925999999999998	-9.362	-5.678999999999999	-4.23	-7.375
CENPW	54.11	23.767	56.06100000000001	13.57	46.771	47.527	39.632	48.693000000000005	39.854	50.998000000000005	47.21	49.606	15.175	37.736	34.247	32.896	23.805	33.137
CEP104	-16.846	-6.752999999999999	-10.828	-9.728	-11.572000000000001	-7.897	-11.937000000000001	-14.258	-5.901	-14.193	-14.235999999999999	-11.084000000000001	-10.289000000000001	-4.954	-8.054	-9.145	-5.185	-17.711
CEP112	-24.841	-9.474	-18.601	-14.446	-10.965	-14.525	2.862	-15.546	-10.022	-9.602	-16.272000000000002	-14.379000000000001	-10.753	-12.785	-7.122000000000001	-16.85	-0.11199999999999999	-18.329
CEP120	-13.447	-2.915	-17.275	-11.036	-4.728	-7.9110000000000005	-5.769	-8.166	-14.189	-12.582	-3.609	-12.350999999999999	-8.795	-12.970999999999998	-5.995	-9.885	-11.795	-14.028
CEP128	-22.896	-13.733	-21.843000000000004	-15.012	-14.168	-24.318	-16.051	-18.992	-16.323	-22.909000000000002	-18.18	-26.346999999999998	-12.26	-21.820999999999998	-20.828000000000003	-10.825999999999999	-20.662	-26.221
CEP135	-14.158	-12.138	-15.640999999999998	-12.44	-10.345999999999998	-19.340999999999998	-18.366	-17.255	-16.831	-12.55	-16.579	-22.439	-10.306	-10.633	-5.606	-21.233	-10.147	-18.606
CEP152	-8.357000000000001	-10.058	-0.726	-8.177999999999999	-1.518	-0.664	-9.027000000000001	-9.825	-15.589	-13.219000000000001	-10.264000000000001	-11.206	-5.069	-13.825	0.20800000000000002	2.539	-6.1979999999999995	-9.109
CEP164	-17.437	-3.843	-11.32	-12.832	-8.033	-14.825	-11.749	-5.062	-10.474	-13.895999999999999	-8.3	-21.897	-1.965	-20.323	0.293	-4.685	-21.241	-8.179
CEP170	-13.253	-10.496	-15.622	-13.496	-14.698	-14.392999999999999	-11.402999999999999	-15.569	-10.517000000000001	-13.699000000000002	-13.872	-14.626	-11.927	-5.968	-3.98	-15.005999999999998	-18.929000000000002	-7.559
CEP170B	-20.216	-11.566	-16.92	-6.6160000000000005	-7.756	-10.78	-8.06	-14.862	-18.87	-13.251	-20.904	-15.005999999999998	-17.078	-15.300999999999998	-6.598	-11.862	-10.009	-11.627
CEP19	-10.269	-5.454	-23.222	-11.624	-12.158	-11.293	-16.186	-19.146	-10.133	-22.945999999999998	-9.467	-19.073	-0.046	-9.257	-0.017	-10.933	-10.342	-11.245
CEP192	-5.285	-3.273	-13.229	-3.037	-7.994	-3.273	-5.577999999999999	-0.971	-0.34600000000000003	-5.4479999999999995	-1.9140000000000001	-0.28	-1.21	-0.249	10.41	-2.1319999999999997	6.728	5.837999999999999
CEP250	-7.585	3.612	-19.147	-0.122	-9.855	-9.126	-9.658	-9.157	-0.07400000000000001	-7.101	-9.475	-11.876	-0.397	-4.9	5.7379999999999995	-1.1059999999999999	-4.497	0.108
CEP290	-25.416	-18.935	-20.662	-11.003	-16.527	-15.625	-12.327	-15.147	-16.294	-23.081	-18.98	-22.064	-1.379	-17.163	-12.100999999999999	-9.125	-14.622	-18.477
CEP350	-25.987	-22.767	-27.083	-16.063	-21.473000000000003	-19.699	-17.19	-22.088	-23.851999999999997	-30.309	-28.539	-29.572	-12.452	-11.269	-16.658	-28.673000000000002	-17.905	-31.953000000000007
CEP41	-14.248	-12.678	-22.112	-16.409000000000002	-10.885	-22.61	-2.8089999999999997	-16.924	-9.706	-14.125	-16.711	-16.442	-12.718	-10.171	-11.197000000000001	-17.979	-16.297	-26.923
CEP44	-18.756	-17.28	-21.067	-12.797	-11.583	-18.097	-19.246	-16.951	-14.095	-7.372999999999999	-17.118	-14.635	-8.158999999999999	-14.589	-9.699	-16.081	-16.315	-10.41
CEP55	-25.642	-18.466	-23.704	-4.83	-6.071000000000001	-21.205	-18.61	-25.461	-11.135	-17.935	-24.405	-23.723000000000003	-17.322	-12.909	-7.707999999999999	-10.429	-13.225999999999999	-26.08
CEP57	-1.77	11.279000000000002	-1.361	13.621	12.22	-1.24	4.407	-7.959	2.222	-9.865	-2.498	-4.667	2.503	-2.8369999999999997	3.3489999999999998	6.267	4.871	-9.897
CEP57L1	-7.449	-3.805	4.515	5.424	2.9930000000000003	-3.505	-2.9619999999999997	-0.18899999999999997	-1.32	0.061	-6.468	-11.564	-13.248	2.211	3.613	2.7539999999999996	0.597	-6.409
CEP63	-10.132	-4.409	-4.5280000000000005	2.089	5.026	-12.315	-1.516	-0.312	-2.7260000000000004	-7.72	-8.595	-12.155	-2.01	-10.845	-8.152999999999999	-7.636	-5.367000000000001	1.896
CEP68	-19.755	-7.683	-14.107	-7.973	-6.821000000000001	-10.32	-12.071	-6.502000000000001	-16.437	-16.057000000000002	-16.75	-25.471	-5.263999999999999	-15.51	-9.538	-16.9	-17.122	-13.56
